10	-35.607290	173.478450
100	-35.748420	173.623290
10000	-36.765890	174.682660
10001	-36.765020	174.682930
10002	-36.765400	174.682690
10004	-36.794520	174.682660
10005	-36.793860	174.682720
10006	-36.798250	174.682890
10007	-36.903120	174.682930
10008	-36.907260	174.682720
10012	-36.771710	174.682830
10013	-36.901940	174.682610
10014	-36.794630	174.682630
10015	-36.884340	174.682690
10019	-36.635860	174.683240
1002	-35.577270	174.005900
10020	-36.768840	174.682830
10021	-36.768410	174.683150
10022	-36.790940	174.682980
10023	-36.795490	174.682980
10025	-36.907520	174.683270
10027	-36.919750	174.683210
10028	-36.760450	174.683130
10030	-36.368860	174.682950
10031	-36.893100	174.683090
10032	-36.244130	174.683300
10033	-36.591440	174.683100
10035	-36.764500	174.683470
10036	-36.890820	174.683300
10037	-36.906100	174.683300
1004	-36.013930	174.006910
10040	-36.919190	174.683450
10042	-36.760040	174.683680
10045	-36.767940	174.683560
10046	-36.795120	174.683470
10047	-36.581960	174.683940
10048	-36.588230	174.683850
1005	-36.050650	174.006860
10050	-36.796260	174.683770
10051	-36.894130	174.683820
10052	-36.918630	174.683680
10053	-36.607330	174.683770
10056	-36.610710	174.683130
10058	-36.752940	174.683680
1006	-35.896880	174.007230
10060	-36.885700	174.683730
10061	-36.885910	174.683880
10062	-36.768230	174.684200
10065	-36.739420	174.684320
10066	-36.753920	174.683850
10067	-36.767400	174.684050
10068	-36.793960	174.684200
10069	-36.908570	174.684050
10070	-36.909080	174.684430
10072	-36.909590	174.684140
10073	-36.917860	174.684000
10076	-36.752980	174.684050
10078	-36.752360	174.684200
10079	-36.534260	174.684930
1008	-35.577200	174.008280
10080	-36.605720	174.684460
10082	-36.797270	174.684370
10083	-36.904040	174.684370
10084	-36.903440	174.684670
10085	-36.916660	174.684580
10086	-36.753070	174.684400
10087	-36.586020	174.684400
10088	-36.585180	174.684460
10089	-36.895290	174.684570
1009	-36.040260	174.008130
10090	-36.591140	174.684780
10091	-36.592000	174.684780
10092	-36.738750	174.684890
10093	-36.931510	174.685010
10094	-36.929340	174.684950
10095	-36.768170	174.684750
10096	-36.892330	174.684990
10097	-36.887390	174.684840
10098	-36.587900	174.685150
10099	-36.591250	174.685100
1010	-35.623380	174.011350
10100	-36.765300	174.685150
10101	-36.900130	174.685210
10102	-36.793060	174.685300
10104	-36.908870	174.685040
10106	-36.582240	174.685530
10107	-36.909660	174.685530
10108	-36.223250	174.685570
10109	-36.586850	174.685530
1011	-35.834070	174.011290
10110	-36.758750	174.685650
10111	-36.791390	174.685480
10112	-36.792830	174.685680
10113	-36.795010	174.685620
10114	-36.902670	174.685530
10115	-36.919410	174.685420
10116	-36.918050	174.685420
10117	-36.753730	174.685480
10119	-36.613390	174.685240
1012	-36.121950	174.011350
10120	-36.436460	174.685570
10121	-36.774780	174.685530
10122	-36.888660	174.685620
10124	-36.588010	174.685830
10125	-36.674810	174.686260
10126	-36.737980	174.685790
10127	-36.799520	174.685830
10128	-36.799970	174.686000
10129	-36.900290	174.685940
1013	-35.758050	174.011550
10130	-36.905500	174.686000
10131	-36.582480	174.685830
10133	-36.754800	174.685790
10137	-36.896830	174.685940
10138	-36.590860	174.686320
10139	-36.792650	174.686320
1014	-35.577010	174.011880
10140	-36.800360	174.686050
10141	-36.902170	174.686200
10142	-36.900650	174.686260
10143	-36.897150	174.686260
10144	-36.909770	174.686230
10145	-36.920690	174.686050
10146	-36.919470	174.686050
10147	-36.753430	174.686230
1015	-36.096820	174.012020
10150	-36.582800	174.686260
10154	-36.589710	174.686430
10155	-36.588960	174.686630
10158	-36.795760	174.686690
10159	-36.885520	174.686520
1016	-36.105300	174.011960
10160	-36.897600	174.686580
10161	-36.906120	174.686690
10162	-36.908720	174.686520
10164	-36.929020	174.686460
10165	-36.931250	174.686690
10166	-36.776020	174.686460
10168	-36.608590	174.686430
10169	-36.894530	174.686430
1017	-36.072940	174.012280
10171	-36.499930	174.687050
10173	-36.593660	174.686780
10175	-36.591830	174.687010
10176	-36.594210	174.686950
10178	-36.757590	174.686780
1018	-36.062900	174.012400
10180	-36.792460	174.686900
10181	-36.797370	174.686780
10182	-36.900930	174.686840
10183	-36.904900	174.686840
10186	-36.613680	174.687070
10188	-36.610330	174.686900
10189	-36.890140	174.687070
1019	-36.086480	174.012140
10190	-36.580870	174.687310
10191	-36.590590	174.687310
10192	-36.593310	174.687360
10193	-36.591190	174.687360
10194	-36.724740	174.687100
10197	-36.798850	174.687390
10199	-36.931810	174.687100
102	-35.772580	173.625710
1020	-35.838690	174.012920
10200	-36.931740	174.687390
10202	-36.570800	174.687100
10203	-36.609620	174.687210
10205	-36.914170	174.687330
10206	-36.886210	174.687100
10207	-36.765020	174.687530
1021	-35.841560	174.013030
10210	-36.576380	174.687680
10211	-36.591940	174.687680
10212	-36.588740	174.687630
10214	-36.727020	174.687530
10215	-36.738820	174.687740
10216	-36.737850	174.687770
10217	-36.794930	174.687710
10219	-36.796920	174.687740
1022	-36.038850	174.012860
10220	-36.805810	174.687710
10221	-36.903350	174.687540
10222	-36.905500	174.687590
10225	-36.608530	174.687590
10226	-36.904410	174.687530
10227	-36.792270	174.687590
10228	-36.792460	174.687680
10229	-36.581510	174.687420
1023	-36.120470	174.013090
10230	-36.594730	174.687530
10231	-36.896100	174.687420
10232	-36.913930	174.687420
10233	-36.570010	174.688000
10234	-36.578230	174.688000
10236	-36.593680	174.687850
10237	-36.592750	174.687850
10238	-36.589110	174.687800
10239	-36.594940	174.687850
1024	-36.052240	174.013240
10240	-36.762590	174.687800
10242	-36.806640	174.687940
10244	-36.910090	174.688000
10245	-36.915650	174.687910
10246	-36.928720	174.687770
10247	-36.931510	174.688060
10248	-36.777270	174.688000
1025	-36.122510	174.014460
10250	-36.593590	174.688430
10252	-36.591770	174.688260
10253	-36.608440	174.688320
10254	-36.725470	174.688210
10255	-36.738300	174.688320
10259	-36.764630	174.688380
1026	-35.864830	174.014660
10260	-36.777680	174.688120
10261	-36.804580	174.688110
10262	-36.901380	174.688210
10263	-36.909040	174.688320
10264	-36.907990	174.688320
10267	-36.903910	174.688170
10269	-36.541490	174.688200
10270	-36.893700	174.688320
10271	-36.912090	174.688380
10272	-36.891060	174.688110
10273	-36.579430	174.688580
10275	-36.592860	174.688580
10276	-36.594860	174.688490
1028	-35.739360	174.016050
10280	-36.801470	174.688530
10281	-36.804220	174.688700
10285	-36.885350	174.688700
10286	-36.580390	174.689020
10287	-36.585950	174.688870
10288	-36.588570	174.689110
10289	-36.591600	174.688900
1029	-35.849120	174.016200
10290	-36.595240	174.689010
10294	-36.764220	174.689110
10295	-36.799710	174.688900
10296	-36.800700	174.689070
10298	-36.803190	174.688790
10299	-36.803170	174.688900
103	-35.712410	173.627190
1030	-35.859930	174.015940
10300	-36.801770	174.689110
10301	-36.806110	174.688840
10302	-36.894360	174.688790
10304	-36.794540	174.688810
10305	-36.595520	174.688840
10306	-36.903460	174.688810
10308	-36.569560	174.689330
10309	-36.573850	174.689270
10310	-36.602710	174.689160
10311	-36.731860	174.689160
10312	-36.763660	174.688840
10313	-36.807050	174.689330
10314	-36.892240	174.689370
10316	-36.928320	174.689080
10317	-36.724100	174.689330
10318	-36.606270	174.689270
10319	-36.795380	174.689270
1032	-36.127140	174.016660
10321	-36.569950	174.689770
10322	-36.576450	174.689590
10323	-36.579190	174.689650
10325	-36.601380	174.689740
10326	-36.730640	174.689800
10328	-36.804710	174.689690
10329	-36.806540	174.689480
1033	-36.034750	174.017530
10330	-36.807500	174.689650
10332	-36.751910	174.689480
10333	-36.912240	174.689890
10334	-36.909320	174.689800
10335	-36.708690	174.690120
10336	-36.571830	174.690000
10337	-36.568480	174.690030
10338	-36.601640	174.689910
10339	-36.733340	174.690060
1034	-35.852120	174.017790
10341	-36.790740	174.689950
10343	-36.577630	174.690120
10344	-36.763960	174.690320
10345	-36.588680	174.690230
10346	-36.601920	174.690180
10347	-36.629150	174.690380
10349	-36.730880	174.690380
1035	-35.619820	174.018000
10350	-36.731780	174.690380
10351	-36.732790	174.690320
10356	-36.613850	174.690170
10357	-36.752100	174.690230
10359	-36.914260	174.690490
1036	-36.135810	174.019040
10360	-36.892950	174.690120
10361	-36.573310	174.690590
10362	-36.578810	174.690640
10363	-36.588800	174.690590
10365	-36.729270	174.690640
10366	-36.785420	174.690810
10368	-36.804130	174.690700
10369	-36.804070	174.690810
1037	-36.131260	174.019590
10370	-36.806150	174.690590
10371	-36.900480	174.690700
10372	-36.763320	174.690750
10373	-36.581340	174.690640
10376	-36.798770	174.690760
10377	-36.744740	174.690590
10378	-36.785850	174.690810
10379	-36.583720	174.690550
1038	-36.136330	174.020550
10381	-36.570500	174.691130
10382	-36.582220	174.691070
10383	-36.603210	174.691130
10384	-36.730410	174.691070
10385	-36.732640	174.690960
10386	-36.785080	174.690850
10387	-36.797120	174.690960
10388	-36.810290	174.691020
10389	-36.724570	174.690900
1039	-35.987110	174.020780
10390	-36.574150	174.690610
10391	-36.575890	174.690850
10392	-36.613510	174.690870
10393	-36.753940	174.690900
10394	-36.752330	174.690960
10396	-36.799500	174.690900
10397	-36.800550	174.691070
10398	-36.801110	174.691170
10399	-36.915330	174.690850
104	-35.771180	173.626980
10400	-36.916870	174.691130
10402	-36.568940	174.691450
10403	-36.567030	174.691430
10404	-36.567160	174.691390
10406	-36.731930	174.691480
10407	-36.732180	174.691310
10408	-36.793660	174.691220
10409	-36.807030	174.691480
1041	-35.980990	174.021280
10410	-36.891810	174.691220
10411	-36.886510	174.691430
10412	-36.577280	174.691450
10413	-36.734870	174.691310
10414	-36.751690	174.691220
10415	-36.801730	174.691280
10417	-36.566150	174.691540
10418	-36.602370	174.691860
10419	-36.722230	174.691650
1042	-35.706770	174.021680
10422	-36.794710	174.691750
10424	-36.787870	174.691600
10425	-36.801040	174.691710
10426	-36.807910	174.691710
10427	-36.807970	174.691800
10428	-36.807520	174.691540
10429	-36.911720	174.691750
1043	-36.137720	174.021710
10430	-36.913870	174.691650
10431	-36.754220	174.691540
10433	-36.803080	174.691710
10434	-36.581080	174.691660
10436	-36.583400	174.691540
10437	-36.893330	174.691690
10438	-36.686440	174.692120
10439	-36.577070	174.692180
1044	-36.135600	174.021600
10440	-36.582090	174.692180
10441	-36.587260	174.692180
10442	-36.601610	174.692070
10443	-36.745280	174.692010
10445	-36.801020	174.691890
10447	-36.811790	174.692070
10449	-36.811380	174.692070
1045	-36.133800	174.021680
10450	-36.569970	174.692000
10451	-36.578460	174.692000
10452	-36.803430	174.692010
10453	-36.790120	174.692070
10454	-36.568890	174.692330
10455	-36.585390	174.692550
10456	-36.729220	174.692240
10457	-36.734140	174.692560
10458	-36.736350	174.692550
1046	-35.588260	174.022640
10460	-36.810640	174.692440
10461	-36.806220	174.692560
10462	-36.886600	174.692410
10463	-36.886810	174.692550
10467	-36.579840	174.692560
10468	-36.612860	174.692500
10469	-36.804090	174.692560
1047	-36.134960	174.022610
10470	-36.739700	174.692380
10471	-36.570590	174.692700
10472	-36.576920	174.692760
10473	-36.585930	174.692760
10474	-36.601160	174.692700
10476	-36.730120	174.692670
10477	-36.730880	174.692810
10478	-36.748020	174.692700
10479	-36.746310	174.692670
1048	-35.829700	174.022750
10480	-36.786900	174.692670
10481	-36.791450	174.692760
10482	-36.802500	174.692810
10483	-36.797100	174.692650
10484	-36.887090	174.692650
10485	-36.887310	174.692700
10486	-36.918970	174.692870
10489	-36.567030	174.692760
1049	-36.136950	174.022900
10490	-36.741780	174.692650
10491	-36.312320	174.692930
10492	-36.588180	174.692650
10493	-36.583060	174.692650
10494	-36.893610	174.692820
10495	-36.743040	174.692870
10496	-36.742770	174.692790
10499	-36.589150	174.693080
105	-35.763950	173.629570
1050	-35.875790	174.023220
10502	-36.734050	174.693250
10503	-36.736160	174.693020
10505	-36.773040	174.693230
10506	-36.785290	174.693080
10507	-36.787460	174.692930
1051	-35.835300	174.023600
10511	-36.799050	174.692910
10513	-36.906080	174.692960
10514	-36.905760	174.693020
10515	-36.915820	174.692960
10518	-36.871780	174.693510
10519	-36.566680	174.693140
1052	-36.136390	174.023770
10520	-36.580740	174.692960
10523	-36.751560	174.693020
10525	-36.750920	174.692910
10526	-36.871900	174.693080
10527	-36.584190	174.693140
10528	-36.745880	174.693190
10529	-36.746110	174.693190
1053	-35.961790	174.024180
10530	-36.742910	174.693020
10531	-36.581620	174.693340
10533	-36.585160	174.693540
10534	-36.606510	174.693480
10535	-36.605760	174.693450
10536	-36.733650	174.693660
10537	-36.740260	174.693450
10538	-36.738730	174.693340
1054	-35.610790	174.024910
10541	-36.891400	174.693370
10542	-36.890030	174.693540
10543	-36.905200	174.693540
10544	-36.923800	174.693370
10545	-36.566300	174.693510
10546	-36.602820	174.693280
10547	-36.748240	174.693450
10548	-36.761050	174.693810
10549	-36.593850	174.693600
1055	-35.871990	174.025970
10551	-36.586850	174.693660
10552	-36.723650	174.693600
10553	-36.738450	174.693830
10554	-36.739760	174.693860
10555	-36.791240	174.693600
10558	-36.891270	174.693920
10559	-36.895420	174.693710
1056	-35.581890	174.026350
10560	-36.899360	174.693810
10561	-36.919150	174.693860
10562	-36.920500	174.693830
10563	-36.925200	174.693920
10564	-36.717960	174.693710
10565	-36.541450	174.694150
10567	-36.593630	174.694180
10569	-36.587780	174.694130
1057	-36.024620	174.026870
10570	-36.723900	174.693920
10571	-36.784560	174.693920
10575	-36.912820	174.694180
10576	-36.922260	174.694030
10579	-36.602190	174.694180
1058	-36.175170	174.026870
10580	-36.805720	174.693980
10581	-36.789540	174.694030
10582	-36.591210	174.694070
10583	-36.909660	174.694180
10584	-36.894190	174.694180
10585	-36.750660	174.693920
10586	-36.588740	174.694560
10587	-36.595180	174.694500
10588	-36.768690	174.694610
10589	-36.786900	174.694440
1059	-36.026190	174.027450
10590	-36.787050	174.694470
10591	-36.922300	174.694290
10592	-36.900560	174.694560
10593	-36.584770	174.694870
10595	-36.770230	174.694670
10596	-36.811020	174.694670
10597	-36.915070	174.694710
1060	-35.969620	174.028560
10601	-36.800850	174.694760
10602	-36.770510	174.695290
10603	-36.906250	174.695020
10605	-36.922370	174.695020
10606	-36.593310	174.695050
10608	-36.739310	174.695080
1061	-35.711040	174.028240
10610	-36.740640	174.695190
10612	-36.783170	174.695050
10613	-36.783300	174.695170
10614	-36.785400	174.694990
10617	-36.891040	174.695140
10618	-36.905410	174.695080
10619	-36.903610	174.695250
1062	-36.073090	174.028300
10620	-36.905840	174.695020
10621	-36.917090	174.695250
10623	-36.911010	174.694970
10624	-36.928720	174.695340
10625	-36.586320	174.695550
10626	-36.717340	174.695510
10627	-36.725000	174.695400
10628	-36.786580	174.695600
10629	-36.791300	174.695550
1063	-36.070150	174.028300
10630	-36.793620	174.695600
10632	-36.811150	174.695430
10633	-36.888980	174.695340
10634	-36.400300	174.695310
10635	-36.741580	174.695430
10636	-36.909020	174.695510
10637	-36.894510	174.695550
10638	-36.752100	174.695460
10639	-36.605520	174.695660
1064	-35.873900	174.028930
10640	-36.591960	174.695720
10641	-36.587280	174.695920
10642	-36.602450	174.695870
10643	-36.595350	174.695980
10648	-36.879020	174.695980
10649	-36.890890	174.695890
1065	-35.908340	174.029400
10653	-36.892070	174.695660
10654	-36.924620	174.695920
10655	-36.590630	174.696190
10657	-36.739120	174.696040
10658	-36.740510	174.696240
10659	-36.739270	174.696090
1066	-35.872870	174.029310
10660	-36.739870	174.696190
10661	-36.875220	174.696130
10662	-36.883200	174.696240
10663	-36.883120	174.696240
10664	-36.911700	174.696300
10665	-36.907770	174.696240
10666	-36.911980	174.696300
10669	-36.586150	174.696190
1067	-35.623360	174.029690
10670	-36.893050	174.696090
10671	-36.913180	174.696300
10672	-36.908650	174.696210
10675	-36.591020	174.696560
10677	-36.711910	174.696560
10678	-36.738900	174.696670
10679	-36.803830	174.696670
1068	-35.838640	174.029830
10682	-36.803300	174.696410
10684	-36.903700	174.696560
10686	-36.910710	174.696350
10687	-36.905540	174.696450
10688	-36.905950	174.696410
10689	-36.928100	174.696620
1069	-35.634350	174.030590
10690	-36.930170	174.696410
10693	-36.587090	174.696560
10694	-36.894510	174.696500
10695	-36.910670	174.696680
10696	-36.741450	174.696410
10697	-36.742360	174.696560
10698	-36.742510	174.696500
1070	-35.849960	174.030620
10700	-36.591620	174.696880
10703	-36.750270	174.696820
10704	-36.747270	174.696880
10705	-36.798250	174.696790
10707	-36.804860	174.696790
10708	-36.798230	174.696940
10709	-36.878100	174.696770
1071	-35.841520	174.030560
10710	-36.899750	174.696880
10712	-36.900310	174.696820
10714	-36.912560	174.696990
10715	-36.930970	174.696990
10716	-36.588050	174.696990
10717	-36.895520	174.696820
1072	-35.954240	174.030940
10720	-36.742570	174.696730
10721	-36.592780	174.697080
10722	-36.595870	174.697370
10723	-36.798980	174.697200
10724	-36.795120	174.697140
10726	-36.795420	174.697350
10728	-36.873350	174.697310
10729	-36.922640	174.697310
1073	-35.614110	174.031050
10730	-36.921380	174.697350
10732	-36.896510	174.697140
10734	-36.326720	174.697250
10735	-36.908220	174.697080
10736	-36.592670	174.697490
10737	-36.594860	174.697610
10738	-36.603660	174.697670
10739	-36.681400	174.697250
1074	-35.953760	174.031200
10740	-36.741330	174.697400
10741	-36.741260	174.697400
10742	-36.745000	174.697400
10744	-36.883510	174.697670
10746	-36.879920	174.697670
10747	-36.931610	174.697400
10749	-36.589000	174.697400
1075	-36.215400	174.031090
10750	-36.788530	174.697610
10752	-36.889370	174.697400
10753	-36.684640	174.697890
10756	-36.755710	174.697720
10758	-36.873740	174.697980
10759	-36.882950	174.697830
1076	-35.630870	174.031400
10760	-36.874920	174.697720
10761	-36.898530	174.697980
10762	-36.896510	174.698040
10763	-36.906360	174.697830
10764	-36.905800	174.697720
10765	-36.905480	174.697840
10766	-36.909060	174.697720
10768	-36.929340	174.697720
1077	-35.574840	174.031750
10770	-36.806900	174.697720
10771	-36.605860	174.697830
10772	-36.753810	174.698040
